a_id,status
662457437,error:OperationalError
529897242,error:OperationalError
23134,error:OperationalError
1403,error:OperationalError
525,error:OperationalError
3378,error:OperationalError
127411,error:OperationalError
639,error:OperationalError
645,error:OperationalError
542,error:OperationalError
484,error:OperationalError
974,error:OperationalError
3685,error:OperationalError
16878,error:OperationalError
278320,error:OperationalError
6130,error:OperationalError
1304475230,error:OperationalError
423811,error:OperationalError
486,error:OperationalError
6402,error:OperationalError
60820005,error:OperationalError
467,error:OperationalError
31,error:OperationalError
3902962,error:OperationalError
8195,error:OperationalError
445090,error:OperationalError
4637,error:OperationalError
607934623,error:OperationalError
618,error:OperationalError
2142926031,error:OperationalError
